topic_id,topic_label,n_docs,ai_sentiment_mean,human_sentiment_mean,admiration_mean,gratitude_mean,love_mean,sadness_mean,grief_mean,nervousness_mean
87,bob / haha / bobs,42,,,0.0984292871767788,0.09801863030276893,0.15387302441688785,0.01300262117763937,0.0010186569256586068,0.002032715306129484
88,glm / tavern / silly tavern,42,0.5,,0.12591757350933871,0.06914840879852861,0.10211434928281787,0.003639581999214854,0.0005249632661053468,0.0015349317306702556
93,quinn / feelings / shame,41,1.0,0.0,0.12308184669648366,0.2794189940557372,0.05968137148685367,0.07811605284933182,0.004099475109109246,0.0057254786377420605
95,pack / starter / half,41,1.0,1.0,0.07568074086902482,0.08315251432852563,0.08899584605369898,0.003794235772192024,0.0005846959134143573,0.0012670506958540233
94,valentine / valentine day / day valentine,41,0.0,0.25,0.035308601442588176,0.036694867764997134,0.143396198599764,0.05974635307637339,0.0027792722543292657,0.0037120904265221483
90,dragon / cari / alby,41,-1.0,,0.16089265631432303,0.24187242884682947,0.19253281240987524,0.011821921231940662,0.0009321077029709136,0.0013769571389009177
92,true / point / fair,41,,,0.1132790917025243,0.07642904185496907,0.0030336921818826983,0.023752757761252637,0.001212178727344996,0.0005450921016745269
91,story / writing / characters,41,0.75,-1.0,0.10387713791058603,0.00354170623709584,0.08855531514031677,0.004629770079457269,0.0006353937862469338,0.0031493649148615077
96,Topic 96,40,,,0.004608853333047591,0.0008374728604394477,0.0367456644307822,0.00387378437735606,0.0005586915202002273,0.0005384720636357088
97,Topic 97,40,1.0,,0.0037060869770357387,0.0007697764503973303,0.021872532805718947,0.006090632280393038,0.0006231193310668459,0.0006009814333083341
98,helpful / thank / helps,40,,,0.07230976649443618,0.7394783640163951,0.014565812668297439,0.010972460289485753,0.0010303131974069401,0.0008047244780755136
99,nano / banana / nano banana,40,0.0,,0.08916184762201737,0.165638713280714,0.11355572324246169,0.012974181579193101,0.001129767372913193,0.0016694278725481126
100,thank thank / thank,39,,1.0,0.005872670650625458,0.9891337324411441,0.0043297162822758155,0.0026222652492996976,0.0005033225580775299,0.000231220938029508
101,platform / platforms / platform use,39,1.0,-1.0,0.09743986408769463,0.1561294382166428,0.07214821380628751,0.02080714580967115,0.001247449756752198,0.0026259201997443317
102,agents / agent / player,39,0.0,,0.0645464534053388,0.01980661437772095,0.0023341794671395267,0.004961097638349598,0.0006653385931619992,0.0035091215227461923
103,house / doctor / garden,38,1.0,1.0,0.0523135197765537,0.02752205263402031,0.09409295255394873,0.03421064419059181,0.001192895394572253,0.0016793790813321003
104,goth / vampire / girl,38,1.0,,0.1353411164048961,0.0073187405735217525,0.049513303354615346,0.00907670414553171,0.0008023295112683339,0.0009462834848244185
105,eli / tonight / want make,38,-1.0,,0.09977342106867582,0.0511995554912382,0.043718183944675776,0.09355870217826266,0.003115911798024746,0.002943122052544679
106,interested / sent / send,38,1.0,1.0,0.021149217074516377,0.10642857096115078,0.0648545084971518,0.008371370107756536,0.0006668411274164866,0.0010997537484447669
107,love love / love / wholesome,38,1.0,1.0,0.08441669762281603,0.005535758921484414,0.8935739871751713,0.0047684894219089885,0.0004753566601338159,0.0006221245689391109
109,kindroid / proactive / nomi,37,0.5,-1.0,0.18525098851957433,0.07487910658843198,0.03933959900451874,0.004846683547618119,0.0008148121933855519,0.0022471297785602007
110,happy birthday / birthday / kasper,37,1.0,,0.06211625349179313,0.04383716952469439,0.07191519519767246,0.003638845292624791,0.0012706091479599676,0.002334180931447426
108,war / iran / girls,37,-1.0,,0.018233615398482495,0.0008838004829846574,0.007124701548663496,0.004767116313372311,0.0005655648683141162,0.00080797856522573
112,fun / having fun / thank fun,36,1.0,1.0,0.0722527688420895,0.1355512339812574,0.01092713289350892,0.002811600205152192,0.0006240397116117594,0.0011731004876007016
113,autonomous / humans / autonomy,36,,,0.009229812611010857,0.0009162841476306008,0.001001084279576187,0.026651556724876475,0.0009954252883390938,0.0017215772887640116
111,intelligence / llms / artificial intelligence,36,1.0,-1.0,0.08187131419739065,0.001397030655223514,0.0038429689593613148,0.0018683126456582816,0.0003357245602981291,0.0007290916429256969
114,Topic 114,35,,,0.005276623158715665,0.02722797438992919,0.02490040111754622,0.02603291794325092,0.0008497096922448171,0.000718264389018129
115,removed removed / removed,35,,,0.0026854798197746277,0.0013973115710541606,0.002225498203188181,0.02576133795082569,0.002752103144302964,0.0011326223611831665
116,raven / captain / judge,35,1.0,,0.18801252533947782,0.12463122849876526,0.11461736711540392,0.003687278558832726,0.0007755506908454533,0.0012638712796615437
